link,had_collected
https://www.youtube.com/watch?v=TIIU1ivhLKs,0
https://www.youtube.com/watch?v=G4qOiwIE_o0,0
https://www.youtube.com/watch?v=yozl6enFC-w,0
https://www.youtube.com/watch?v=LP_mGU3CgXk,0
https://www.youtube.com/watch?v=DoIQMkoYSzw,0
https://www.youtube.com/watch?v=e-If_d_bzfI,0
https://www.youtube.com/watch?v=5J6-5g2alp8,0
https://www.youtube.com/watch?v=qjGNBluF6_I,0
https://www.youtube.com/watch?v=TLoDwqQF5ug,0
https://www.youtube.com/watch?v=uAFGIQPWL54,0
https://www.youtube.com/watch?v=SaDDjW9Rw-M,0
https://www.youtube.com/watch?v=CHdy9wND1jo,0
https://www.youtube.com/watch?v=9LiS_3HEErU,0
https://www.youtube.com/watch?v=hRj5qNfkdO0,0
https://www.youtube.com/watch?v=ocruJKe2tFk,0
https://www.youtube.com/watch?v=MgRMNzKknto,0
https://www.youtube.com/watch?v=XW1TsAVdXsw,0
https://www.youtube.com/watch?v=Qhdj_Umh1IE,0
https://www.youtube.com/watch?v=fN_RQFqaGHI,0
https://www.youtube.com/watch?v=hC3xW8xeCDs,0
https://www.youtube.com/watch?v=xGJEPTCw9GU,0
https://www.youtube.com/watch?v=FmjsePPBbdU,0
https://www.youtube.com/watch?v=lMLEcUXz6T8,0
https://www.youtube.com/watch?v=BKJy7BFP3Is,0
https://www.youtube.com/watch?v=1gfgZhW3YgU,0
https://www.youtube.com/watch?v=VXmKt_1T0QM,0
https://www.youtube.com/watch?v=6XCUHLhdnEY,0
https://www.youtube.com/watch?v=ttWTSskmxTA,0
https://www.youtube.com/watch?v=5bCyFf8lSfk,0
https://www.youtube.com/watch?v=ngVEpJs5A5s,0
https://www.youtube.com/watch?v=zjC48c3ptt0,0
https://www.youtube.com/watch?v=rS2sntC-lJI,0
https://www.youtube.com/watch?v=fG1N5kzeAhM,0
https://www.youtube.com/watch?v=vT_gRRMjDi0,0
https://www.youtube.com/watch?v=dfcPUqiivDY,0
https://www.youtube.com/watch?v=zCR6DJX7Kak,0
https://www.youtube.com/watch?v=4cX-w-ia0RU,0
https://www.youtube.com/watch?v=2nVjy-zd65Q,0
https://www.youtube.com/watch?v=xlzpD4GeBW0,0
https://www.youtube.com/watch?v=8ZTy3K2QgOY,0
https://www.youtube.com/watch?v=k9zko79_3_I,0
https://www.youtube.com/watch?v=fYnPyLfxSJg,0
https://www.youtube.com/watch?v=pBH_QL4JGcI,0
https://www.youtube.com/watch?v=1wtFD9zSQO8,0
https://www.youtube.com/watch?v=VqhjiwmGNKA,0
https://www.youtube.com/watch?v=EhZ9gHZOZT8,0
https://www.youtube.com/watch?v=LHtkve6-O0g,0
https://www.youtube.com/watch?v=m3Ol8zn7brk,0
https://www.youtube.com/watch?v=qBiZA4QDsj0,0
https://www.youtube.com/watch?v=NeOrh4GnPZ4,0
https://www.youtube.com/watch?v=fWhfOAuOqjY,0
https://www.youtube.com/watch?v=9Ax56oRhcZc,0
https://www.youtube.com/watch?v=-cWVrFABWHw,0
https://www.youtube.com/watch?v=z7qtJAAV5d0,0
https://www.youtube.com/watch?v=9pk-neTrDoM,0
https://www.youtube.com/watch?v=JQscW6DfNZY,0
https://www.youtube.com/watch?v=9smE_EiKJ8Q,0
https://www.youtube.com/watch?v=hfaPkoXeYfU,0
https://www.youtube.com/watch?v=u0hHxeWkB_o,0
https://www.youtube.com/watch?v=64WGWubQO3I,0
https://www.youtube.com/watch?v=QJUs6CSRCFU,0
https://www.youtube.com/watch?v=Om4c4ilT_6g,0
https://www.youtube.com/watch?v=GbOfxRfHdeg,0
https://www.youtube.com/watch?v=yzxYCRDcGDs,0
https://www.youtube.com/watch?v=PCakYf_PnT0,0
https://www.youtube.com/watch?v=8nv_ltg4RAg,0
https://www.youtube.com/watch?v=VvphlSvCyj8,0
https://www.youtube.com/watch?v=JP3v6UxI124,0
https://www.youtube.com/watch?v=jRURlbRAUhI,0
https://www.youtube.com/watch?v=I_3R9YGFlHE,0
https://www.youtube.com/watch?v=xjJJ_wDlc1E,0
https://www.youtube.com/watch?v=cqirhwhq_qM,0
https://www.youtube.com/watch?v=3IQdDBwc42o,0
https://www.youtube.com/watch?v=4YHnf3YepwU,0
https://www.youtube.com/watch?v=uxzBq4Y_fNw,0
https://www.youtube.com/watch?v=HIhUkvAG0o4,0
https://www.youtube.com/watch?v=cpI5lCaqZcQ,0
https://www.youtube.com/watch?v=6zQhLOw1nw8,0
https://www.youtube.com/watch?v=mfvi_jgdVqE,0
https://www.youtube.com/watch?v=zExxMxcoJ6A,0
https://www.youtube.com/watch?v=hD_Af6W2qug,0
https://www.youtube.com/watch?v=XOtTKQujlkI,0
https://www.youtube.com/watch?v=dRqthQ2Mc_0,0
https://www.youtube.com/watch?v=8TFq_vvO_Wg,0
https://www.youtube.com/watch?v=oo8ve4Ldpck,0
https://www.youtube.com/watch?v=sKn8Tbp2a-4,0
https://www.youtube.com/watch?v=g0IrVKXIbmE,0
https://www.youtube.com/watch?v=2Om2M4_Kyd0,0
https://www.youtube.com/watch?v=KaaEivIqX6M,0
https://www.youtube.com/watch?v=W4gBpws7Ug8,0
https://www.youtube.com/watch?v=NT3EkjxO8hs,0
https://www.youtube.com/watch?v=syMozMiJneM,0
https://www.youtube.com/watch?v=Wt6cMjn3YLg,0
https://www.youtube.com/watch?v=OEuS7fjMlMc,0
https://www.youtube.com/watch?v=1Pr-R2nKTY4,0
https://www.youtube.com/watch?v=QqdUhn99E-s,0
